Player,Guild,Kills,Deaths,Fame
yfyhi,Pyramid Scheme,21,6,17203196
yfnsybs,Vongola-Family,0,31,13694903
yffftgyf,-,1,0,82357
yfdpt,-,0,1,7445
yetimpic,Palegrin,0,0,13203
yetimdven06,-,0,5,99271
yestlmy2,Stone Ocean,1,0,117231
yestlmy2,Verity,2,2,33259
yessir,Palegrin,1,1,161802
yesprofit,Lootburg,0,2,24919
yeschapckii,Papaoutai,5,22,18442627
yes0826,S A N I T Y,4,6,1365752
yeren27,-,0,1,0
yerbateist,Polska Gildia,70,32,11023371
yepneugame,Lumen,0,1,45193
yenipapaz,Make Turks Great Again,0,1,64835
yemmi,Chaos Terror,0,0,43124
yellowflaash,-,0,1,1766
yeketeke,Skoggangr,92,27,14233849
yehia33,Shattered Grace,4,1,578913
yehia280,DeaI OR DIE,0,2,28024
yehea12,Obsidians,0,4,78865
yeahu,Faith And Steel,5,27,2277103
yblydok5267,METAL PENIS,0,1,0
ybezuche,-,0,1,0
yazidthesecound,DRAHAT,0,1,0
yazdan1,yakoza,0,2,0
yazai,BeBeBus,0,3,43138
yayatudou,Top Squad,3,1,756370
yayatudou,Vongola-Family,0,2,138197
yaya111,NO MONEY NO TALK,0,2,52552
yaxis68,No Sex With Ex,0,2,41116
yaxis68,GAGARAGOGO,3,1,30584
yavuzbulentt,The Buisness,1,1,49815
yavuzbulentt,S A Y G I,0,1,0
yavuz0001,-,1,1,59005
yavuz0001,A T L A N T I S,0,1,41674
yavuz0001,Almas Agrias,0,1,184266
yatoshi,cocorrico,4,11,2290904
yasroyun,-,1,0,262692
yasosuhuy,-,0,0,5882
yasnou,-,3,14,100805
yasnou,Follow The Crown,0,2,2275
yasnou,JustEat,0,0,33920
yasir00,Dikiciler Tarikat,0,1,15153
yashalava777,triadashalav777,0,2,101566
yasha000lava,LAST LEGI0N,0,0,10110
yasKN,BACKSTAB CO,3,19,1875559
yaru3131,Heralds of Valhalla,67,16,8920935
yaru3131,Heralds of Kebab,102,19,15214720
yariksex,Savants,1,1,3278
yar1son,Y a g a,1,3,385139
yaposha00,-,0,2,0
yaomei,GreatMing,0,2,101367
yaochenmilay,Sosuni,0,1,18198
yao200,Tai Chi_YUN GU,0,5,18450
yao200,IKUN,16,30,3522436
yanilgi,Palegrin,1,7,1882641
yanfang,Top Squad,13,51,4449387
yamitoja,Myriath,0,1,49383
yamet,flas,1,1,143306
yamat0,Golden Mist,0,0,106457
yamanolive,Spolecenstvo,0,1,0
yamakoshi,FOREST NEST,0,0,42820
yaksie,FutuRama,4,2,248052
yajsnel,Bandidos del lag,0,1,30395
yairIL,Crit on My Face,1,1,135290
yairIL,EQMS,43,18,11787809
yaidy,Verity,0,7,619855
yaidy,Purity,0,0,288305
yahya661,Sons of Ultima,1,2,18928
yagare,-,0,0,1950
yagamii,LaMeute,0,4,28889
yagamii,-,0,1,0
yagEZ,-,2,6,278107
yaf3i,-,0,1,0
yacinem0h,Micar,0,4,31139
yacin,only money,0,1,4009
yacin,League of Glory,1,3,15115
yachat,Frozen Bones,0,2,0
yaboymccoy,-,0,0,618
yabi,-,5,5,610421
yaaaaaaaaaax,Noxus,0,3,212161
yaTANK,ZTHorZ,0,0,11784
yaGrom00,Bandits,1,0,7694
ya1op,-,0,0,14985
yTpe4ka,Dragon King,16,18,1316512
yTi22,-,0,7,48075
yNot,Squirtle Squad,35,24,13825405
yNot,UNH0LY,14,3,4243460
yMRT,Mighty Goat,4,1,946392
yLithium,Gay Mafia,0,1,0
yDady,equipment,2,5,48381
yDady,-,0,5,194056
