Player,Guild,Kills,Deaths,Fame
Ferensik,SantaMuerte,7,1,535206
Syklopq,Shower Check,7,1,549535
sosokiller,The Arabian Empire,7,1,755522
M1R4xSHARAZURy,Moonlight Maniacs,7,1,388792
Niewinek,Disconnect,14,2,6650764
Ratitaaa,Execute,28,4,3111670
Archangiel,Traumatycy,7,1,725294
Kolanii,Ridniy Kray,146,21,19768585
Mianze,Lacrima,55,8,2073932
WaffleDrone,EightFours,55,8,5735837
Klou,The Surge,68,10,15246602
Harv,Burn,122,18,8324745
7ASHEESH,Woof Woof,27,4,6973681
Corleox,Slappers,27,4,830820
300PingEnjoyer,Woof Woof,47,7,7501061
Boulax76,TENSAY,47,7,3035852
nickson,S W A M P,114,17,8593417
Ecchi,JOURNEY TOGETHER,67,10,25838842
Sjard,EightFours,20,3,4981584
Ertug,DNA,20,3,4451859
zabyyy,Clean Kill,60,9,11425942
RAJJER,-,20,3,1891031
JAREJA,-,40,6,10237444
RichBeach,Execute,20,3,3820795
Opaze,Take Care,80,12,17267512
rejOice,G2U,40,6,6799833
Ertug,EQMS,40,6,5359520
Areas,Heralds of Valhalla,86,13,13680526
Koffu,Mission,198,30,20533921
pvevper,Unbound,33,5,3374797
KillAllHumans,The Pines,33,5,6593240
Yunuz,Stoic,79,12,6422567
MrPandaa,ANNEXIA,59,9,2648256
POLYGOLD,S W A M P,59,9,4116523
Hanibalas,The Straw Hats,26,4,921186
Me0,A SKILL ISSUE,26,4,13315859
Fear,Take Care,13,2,2226151
Rebellious,The Pines,13,2,4986041
tobeyboy1,Login Horizont,13,2,1455932
Yudzhin,Inquisitors,52,8,16986290
Pandrifrice,MAYHEM,39,6,3827413
BigLv,star fire,13,2,485246
Galineto,Sevran,13,2,5171153
Prizteq,cocorrico,13,2,1165380
Owalnyy,Fuego,26,4,5965070
Deendert,Never Mind,26,4,678755
SnakeLC,Tous Ensemble,13,2,2256712
SinCara,Raft,13,2,1930248
RealLgO,Mortlak,13,2,681421
Igarka,ELYSSIUM X,26,4,792340
baobaobaba,giant panda,13,2,765992
Omewamoshindeiru,Souvereign,13,2,1080059
YourWorstEnemy,Ascension,13,2,2519122
EndoTFA,THE CLOCK,13,2,3854736
NiceHit,G2U,26,4,3966118
Paleplatine,Skoggangr,13,2,1062394
ORDENN,DUBAI EXPRESS,39,6,6748302
GYNDALINI555,Inquisitors,13,2,8207916
Heodor,Inquisitors,13,2,1714803
Gazro,The Pines,110,17,14649207
jeff21weedman,Skoggangr,129,20,21378381
Tolobes,Disconnect,58,9,6960993
Narc6,Wine and War,161,25,8671660
Sebouu,Laughing Coffins,148,23,6889263
OzymandiasOmeN,Quinto Imperio,45,7,7602285
SigoS,Ruthless Reign,90,14,29121532
