Player,Guild,Kills,Deaths,Fame
yoloG,-,0,0,35847
yoguru,-,0,1,0
yogifitri,-,0,1,0
yogISaputra,One Heart,10,12,707774
yodzi,-,0,3,28441
yoaimo02,Chan,0,2,66360
yo222,-,0,1,0
ynngi,F R E A K S,7,11,2808431
ynikalnijnikneim,BATUTIKI,7,1,536992
ynghstlr,-,0,0,2240
ymom,Stockholm Syndrome,0,10,88807
ymiumi,Azgard,0,8,632754
ymbaba,-,0,1,0
ykg20,WarLogs,2,1,66136
ykcyc1,Yamato Club,0,1,26490
ykBillionaire,Happy Gaming,0,1,17670
yizua,Heralds of Valhalla,4,21,13013125
yixingyu,-,0,5,0
yitdosh,GOK BAYRAK,0,1,0
yinsun,Imperio latino,0,0,139660
ying007,Twinkling at dawn,0,2,35590
yineyeniyeniden,Never Mind,0,12,969080
yinanping,The Freedom Trail,1,2,91521
yimosne,Stone Ocean,0,2,40952
yigitmeh,-,0,0,18396
yigit16,ELDERS,0,3,111724
yiaaa,-,0,1,0
ygrec,SicariusLegio,0,1,0
yfyhi,Pyramid Scheme,149,41,51706992
yfnsybs,Vongola-Family,0,13,2928671
yfnsybs,giant panda,0,2,1167634
yetimpic,Palegrin,0,0,71279
yestlmy2,Purity,5,4,309284
yestlmy2,-,0,1,0
yestlmy2,Verity,16,4,464630
yesprofit,OompaLoompas,0,1,29835
yespls,Royal Clowns,0,0,9883
yeschapckii,Ebanfall,0,1,0
yeschapckii,Papaoutai,3,14,13441950
yes0826,S A N I T Y,1,6,1034539
yerbateist,Polska Gildia,64,16,10500256
yerayggpro,Trillion,0,1,21818
yepneugame,Lumen,1,4,7347
yenipapaz,Anatolian Rebels,0,0,169526
yenipapaz,S A Y G I,0,0,253586
yenipapaz,-,0,1,39071
yemmi,Chaos Terror,0,4,176467
yelemi,CapiMastri,0,2,25047
yeketeke,Golden Monarchs,27,6,2057229
yehea12,Obsidians,0,2,4148
yehea12,ICeDRAgonS,0,1,0
yeahu,Faith And Steel,0,6,295627
yeagob,Valhalla,0,1,0
ycyka,We Craft,1,1,13548
ybezuche,-,0,2,65753
yayatudou,Vongola-Family,14,8,1666378
yayatudou,-,2,1,83215
yaya111,NO MONEY NO TALK,3,4,40770
yaxis68,GAGARAGOGO,0,0,10545
yavuz0001,-,0,1,0
yatoshi,cocorrico,6,13,1303556
yasuz,S W A M P,7,6,530256
yassoooo,-,0,1,0
yassiuuune,A-T-L-A-S,0,1,63882
yassiuuune,R I V A L,4,1,38570
yaso90,-,0,1,0
yasha000lava,-,1,1,136161
yasha000lava,LAST LEGI0N,1,6,265334
yasKN,BACKSTAB CO,1,10,952290
yaru3131,Heralds of Valhalla,117,25,16463042
yarikSNAYPER,Fates Keepers,0,0,68016
yar1son,Y a g a,0,6,143022
yaposha00,-,0,1,0
yaomei,GreatMing,6,2,919677
yaochenmilay,-,0,5,235314
yao200,Tai Chi_YUN GU,4,2,136217
yansco,Dokodo,3,0,43434
yanoop,E H O T,13,16,3843131
yanis0621,POURFENDEURS,0,3,0
yanilgi,Palegrin,1,8,1987713
yani99,BERSERKION ACADEMY,0,0,4678
yani99,-,0,3,45530
yangkai45,BLACK SPIKEE,0,1,0
yanfang,Top Squad,6,32,4882677
yamix1,Pure Familia,9,14,2798617
yaltou,Les Walapes,0,2,49323
yalp909,-,0,1,4746
yalmy,CK_KPSS,0,1,0
