Guild,win,loss,Total,Winrate (%)
Caerleones,6,6,12,50.0
Caes e Bosques,1,0,1,100.0
Cafajestes,0,3,3,0.0
Cafe Coado,0,1,1,0.0
Caidos_Del_Alba,15,26,41,36.6
CaindoAoContrario,1,2,3,33.3
Caixa Economica FederaI,3,8,11,27.3
Calabozos y Lagartos,0,2,2,0.0
Calanguinhos Nordeste,0,4,4,0.0
Cali Kingdom,0,1,1,0.0
Caminante Nocturno,0,6,6,0.0
Caminantes al Mictlan,1,4,5,20.0
Caminantes del Alba,4,17,21,19.0
Caminos De Arena,10,45,55,18.2
Can Rock,0,3,3,0.0
CannaBuds,0,1,1,0.0
Cansado de ABA CANTV Albion,1,14,15,6.7
Canto Renovado,1,0,1,100.0
CapaAzull,2,20,22,9.1
Captain Timo,3,3,6,50.0
Caravana de recolectores,0,5,5,0.0
Cardiac Arrest,3,3,6,50.0
Carn Dum,2,2,4,50.0
Carrigton,0,1,1,0.0
Carry 0n,2,1,3,66.7
Casacus,4,11,15,26.7
Casadores de Gerras,0,1,1,0.0
Cascas de Bala,0,4,4,0.0
Cassiopea,0,22,22,0.0
Castel-Black,8,31,39,20.5
Castro-Republik,1,0,1,100.0
Cavaleiros Avalonianos,24,61,85,28.2
Cavaleiros DaTempestade,1,28,29,3.4
Cavaleiros da Aguia Sangrenta,0,1,1,0.0
Cavaleiros de Vera Cruz,12,23,35,34.3
Cavaleiros do Sono,2,1,3,66.7
Cavalon,0,4,4,0.0
Cazadores Del Fenix,1,0,1,100.0
Cazadores Escarlata,1,0,1,100.0
Cazadores ancestrales,0,1,1,0.0
Cazadores-Dorados,0,11,11,0.0
Cearleon Bandits,1,10,11,9.1
Ceifadores-de-Almas,34,58,92,37.0
Celestial Dragons Ar,0,1,1,0.0
Celestial Flame,0,1,1,0.0
Celestials of Blood,0,2,2,0.0
Cerberus-Alpha,19,107,126,15.1
CeridwensLittleHelpers,1,5,6,16.7
Cero Kite,0,1,1,0.0
Ceteri,0,2,2,0.0
Chainedd,1,7,8,12.5
Champ Squad,1,0,1,100.0
Chaos In The Hell,1,1,2,50.0
Chaosgaming,0,2,2,0.0
Chars Temple,0,4,4,0.0
Cheer,171,93,264,64.8
Chen t,1,2,3,33.3
Chernodvor,0,8,8,0.0
Cherry Bonsai,0,1,1,0.0
Chicago Outfit,0,1,1,0.0
Chill Brig,0,1,1,0.0
ChillinClan,0,1,1,0.0
Chinese boy,0,1,1,0.0
Chipi Black Chapa,5,7,12,41.7
Chiriston,1,4,5,20.0
Chirri Babies,0,1,1,0.0
Choragiew Krolestwa Polskiego,0,3,3,0.0
Christian Academy,0,1,1,0.0
Chronic Banditz,7,9,16,43.8
Chronus,4,5,9,44.4
Chubby Lovers,3,2,5,60.0
Chuchu Noturno,0,2,2,0.0
ChulapA,0,2,2,0.0
Chupalaa,8,9,17,47.1
ChurrascoCerveja,2,2,4,50.0
Churretas Posting,0,4,4,0.0
Ciervos Negros,12,21,33,36.4
Cipher Bloom,1,0,1,100.0
Circle of Mirjan,0,3,3,0.0
Circo do Dragao,0,1,1,0.0
Circulo de artesanos,0,2,2,0.0
Circus of Avalonian Roads,6,10,16,37.5
ClAN PR3STIGU3,4,15,19,21.1
Cla Destino,5,53,58,8.6
Cla da Pinga,1,0,1,100.0
Clab HunsterS,0,2,2,0.0
Clan 420,0,1,1,0.0
Clan Cisterna,1,8,9,11.1
Clan Kelvin1104,0,5,5,0.0
Clan Reyes,0,2,2,0.0
ClanKoga,0,1,1,0.0
Claws of Death,0,1,1,0.0
Clearance,19,38,57,33.3
CloverKnights,8,2,10,80.0
Clown God,1,1,2,50.0
Clube do Bola CDB,0,5,5,0.0
CmDTeam,0,2,2,0.0
Coalizao Dark,0,9,9,0.0
Cockz Company SPA,1,1,2,50.0
Code 10-89,22,11,33,66.7
Cofrin,0,1,1,0.0
Cold Eye,0,1,1,0.0
Cold Eyee,0,2,2,0.0
Coletores da Paz,0,5,5,0.0
Coletores de Almas BR,12,16,28,42.9
Colgate,10,1,11,90.9
Colhosp,1,12,13,7.7
Colmillo de Hierro,1,7,8,12.5
Colmillos Nevados,0,2,2,0.0
Colosos de Honor,0,1,1,0.0
Comando Avaloniano,0,1,1,0.0
Comando Sur,5,9,14,35.7
Comerciante de Pocion,0,1,1,0.0
Comerciantes do Sul,0,2,2,0.0
Companhia 98,0,1,1,0.0
Companhia Pele Ferrea,1,9,10,10.0
Compania negra,0,1,1,0.0
Companias de Muerte o Gloria,5,0,5,100.0
Complejo de Pocho,3,14,17,17.6
CompletelyStrange,73,129,202,36.1
ConDiosTodoLoPuedo,0,1,1,0.0
ConcquerThemAll,0,4,4,0.0
Conflict,12,12,24,50.0
Coni Hermosa,1,2,3,33.3
ConnectionProbleM,18,17,35,51.4
Conquerers of Khaine,0,3,3,0.0
Contingent,147,163,310,47.4
Cooperativa Ahorro Credito,0,1,1,0.0
Cordeiro Comunista,7,21,28,25.0
Core Cats,2,3,5,40.0
Corja Wolves,0,1,1,0.0
Cornos Unidos,1,1,2,50.0
CornosBroxas,1,3,4,25.0
Corporacion ZaVaRick,0,1,1,0.0
Corranlabola,44,92,136,32.4
Corvo Attano,0,1,1,0.0
Corvos Necromancers,0,4,4,0.0
Corvos Peregrinos,2,2,4,50.0
Corvos de Avalon,6,15,21,28.6
Cosmic Warriors,0,4,4,0.0
Cotton Balls,1,3,4,25.0
Coureur de Bois,0,2,2,0.0
Covenant of Rhaegal,0,6,6,0.0
Covil Do Wolf,2,0,2,100.0
CraftNSleep,0,1,1,0.0
CraftSland,0,1,1,0.0
CraftersContables,0,1,1,0.0
Crafting Order,2,0,2,100.0
CrayonEaters,0,2,2,0.0
Crazy Dreamers,2,14,16,12.5
Crazy Owner,0,1,1,0.0
Criados Do Inferno,0,2,2,0.0
Crias Apenas,7,22,29,24.1
Criminal Blood,1,6,7,14.3
Crimson Blades GXT,0,1,1,0.0
Crimson Gank,5,6,11,45.5
Crimson Lordz,0,2,2,0.0
Crimson _Core,2,8,10,20.0
CrimsonCrux,0,1,1,0.0
Crimson_Wolf,0,1,1,0.0
CristinaLibre,0,1,1,0.0
Critical-Hit,4,23,27,14.8
Crowner,1,0,1,100.0
Crows Reborn,0,1,1,0.0
Crupanov,0,2,2,0.0
Crux Del Sur,31,95,126,24.6
Cruzada Del Norte,0,1,1,0.0
Cryptic Duo,0,2,2,0.0
Crystal Cinematic,1,0,1,100.0
Cthuloot,2,0,2,100.0
Cuarto-Reich,0,3,3,0.0
Cuban-Fury,2,1,3,66.7
Cubanos X El Mundo,2,1,3,66.7
CuddleZone,0,1,1,0.0
Cuervo Negro 3,0,3,3,0.0
Cuervos del Yunque,14,25,39,35.9
Cuervos sangriento,8,17,25,32.0
CuloNegro,0,1,1,0.0
CultAssassins,2,9,11,18.2
CultaGarotaBR,1,0,1,100.0
Culto del Kraken,0,1,1,0.0
Culto do Lag,0,3,3,0.0
Cum y Amigos,0,1,1,0.0
Cupinxos,1,0,1,100.0
Curriculum Vitae,298,173,471,63.3
Cursed Abismo,0,1,1,0.0
Cursed Pumpkins,3,4,7,42.9
Cursed Revenant,0,2,2,0.0
Custodes Veritatis,0,1,1,0.0
Custodios de Avalon,0,3,3,0.0
Custos Sagittae Rubrae,1,5,6,16.7
CuyLovers,0,1,1,0.0
Cuys In The Clap,80,76,156,51.3
Cyan,75,255,330,22.7
Cyan I I,25,115,140,17.9
Cyber Dragon infernal,1,14,15,6.7
Cyber Legion,0,4,4,0.0
Cycle Breakers,6,5,11,54.5
Cydonians,0,4,4,0.0
D - GHOSTS,4,10,14,28.6
D A E M O N,85,91,176,48.3
D A R K E S T,1,7,8,12.5
D A R K SI D E,0,1,1,0.0
D E A D L I N E,0,2,2,0.0
D E A T H S I L E N C E,1,8,9,11.1
D E C L I N E,83,55,138,60.1
D E L I R I U M,2,2,4,50.0
D I C E D,0,2,2,0.0
D I N O C O,120,59,179,67.0
D O K K A E B I,0,1,1,0.0
D O L L Y,22,95,117,18.8
D a r k H u n t e r s,0,4,4,0.0
D e l i n c u e n t e s,33,49,82,40.2
D e s e r t 0 r e s,1,0,1,100.0
D i v i n e Z,0,3,3,0.0
D-K,8,21,29,27.6
D3stroyers,13,35,48,27.1
D4RKF4LL,0,1,1,0.0
DARK DIMENSION,1,0,1,100.0
DARK MARINES,1,7,8,12.5
DARK PRICE,10,76,86,11.6
DARK RA1DERS,33,7,40,82.5
DARK SOUL STAR,1,3,4,25.0
DARK WOLVESS,1,8,9,11.1
DARKM1GHT,272,91,363,74.9
DATE A LIVE,26,102,128,20.3
DCPC,5,10,15,33.3
DD CHICOTE TEAM,0,2,2,0.0
DDARTH,3,9,12,25.0
DE TEMPLE,1,0,1,100.0
DEAD M00N,3,7,10,30.0
DEADNASTREVAS,0,2,2,0.0
DEADWARD,0,4,4,0.0
DEATH GHOST,0,2,2,0.0
DEATHMARU,0,1,1,0.0
DEATHR0W,23,27,50,46.0
DEBossKing,0,1,1,0.0
DECAPITATORS,6,24,30,20.0
DEFENSORES THETFORD,8,24,32,25.0
DEMENTOMORI,5,16,21,23.8
DEMON KILLERS xp,0,1,1,0.0
DEMONS107,10,60,70,14.3
DEPORTTADOS,0,1,1,0.0
DEPREDADORFX,0,1,1,0.0
DES0RDEN,0,1,1,0.0
DESASTRE DEL-REIN0,2,6,8,25.0
DEVORADORES DE ALMA,2,16,18,11.1
DEVTA,5,28,33,15.2
DIABL0S,40,61,101,39.6
DIABLOS DANZANTES DE YARE,0,1,1,0.0
DIABVLVS EX MACHINA,0,1,1,0.0
DIEGOLGT,0,2,2,0.0
DIOS CON NOSOTROS_ RIP CHUKITO,0,1,1,0.0
DIRT SQUIRRELS,0,1,1,0.0
DISMOUNT_HERE,4,7,11,36.4
DIVINAS,0,2,2,0.0
DIVINE CHAPTER,2,12,14,14.3
DIZZTOPIA,1,1,2,50.0
DK Death KIllers,1,8,9,11.1
DKhouse,0,1,1,0.0
DM Lords Mobile,1,2,3,33.3
DOMINIO OCULTO 4_0,2,16,18,11.1
DOMINUS CRAFT,0,1,1,0.0
DOPAMINE CLUB,1,1,2,50.0
DOUX,44,13,57,77.2
DPEPDPE,0,1,1,0.0
DPSZero,3,18,21,14.3
DRAGON B0RN,0,1,1,0.0
DRAGON INFINIT,5,6,11,45.5
DRAGONFROSTH,2,5,7,28.6
DRAGONS BLOODS,1,0,1,100.0
DRAGONS-OF-ROADS,3,7,10,30.0
DRAGONiTA,7,19,26,26.9
DREAMBITS,2,9,11,18.2
DS LIONS,0,1,1,0.0
DT-GANKER-FURY,0,5,5,0.0
DULUK,12,42,54,22.2
DUNGEONS Y LOOT,0,2,2,0.0
DYNA STY,0,2,2,0.0
DYNASTYC,0,4,4,0.0
Da Black Lotus,3,20,23,13.0
Da Rickroll Gang,0,1,1,0.0
Da RushinG,91,64,155,58.7
Da shoes,0,1,1,0.0
DaOneNOnly,16,34,50,32.0
Dab Neeg,2,3,5,40.0
Daddy8801,13,7,20,65.0
Dagas Del Roble,0,1,1,0.0
Dark FuneraI,40,84,124,32.3
Dark Instinct,1,2,3,33.3
Dark Moon fast,0,1,1,0.0
Dark Wizzard,0,3,3,0.0
Dark bandit wolf,3,7,10,30.0
Dark-Furius,1,3,4,25.0
Dark-Horizon,0,1,1,0.0
Dark-Kingdom,4,9,13,30.8
DarkChains,38,20,58,65.5
DarkShards,0,1,1,0.0
DarkUnicorns,0,2,2,0.0
DarkWinner12,0,1,1,0.0
Dark_Empere,0,10,10,0.0
Darkness INC,28,43,71,39.4
Darkness OFFline,0,2,2,0.0
Darkness_ SS,0,3,3,0.0
Das7as9,3,4,7,42.9
DawnGuard donuts,0,1,1,0.0
Daytek,1,2,3,33.3
De Late,3,9,12,25.0
De4d End,14,26,40,35.0
De4th Punch,13,14,27,48.1
DeBoots,0,2,2,0.0
DeChil,0,11,11,0.0
Death Clowns Society,1,39,40,2.5
Death Continental,0,1,1,0.0
Death Lag,11,25,36,30.6
Death Of Souls,1,4,5,20.0
Death Requiem,0,7,7,0.0
Death Sentenc3,12,21,33,36.4
Death Tour,3,15,18,16.7
Death-Note-G,1,3,4,25.0
Death-Seekers,0,1,1,0.0
DeathLoyal,0,1,1,0.0
DeathRunnerss,1,3,4,25.0
Deaths Verdict,2,5,7,28.6
Deatth Knights,0,9,9,0.0
Debuchery Tea Party,0,1,1,0.0
Decent Folk,7,14,21,33.3
Deema,0,3,3,0.0
Deer-Maple Empire,0,1,1,0.0
Deeus vult,0,1,1,0.0
Degenerate Nation,0,2,2,0.0
DeiSepulchrum,3,1,4,75.0
DelRomo,1,4,5,20.0
Deleted Guild,2,1,3,66.7
Deliberate,1,1,2,50.0
Delta Ozaukee,1,0,1,100.0
DementoresBJ,1,7,8,12.5
Demon Face,0,1,1,0.0
Demon Fangs,0,1,1,0.0
Demon Lord Br,0,1,1,0.0
Demonic death,1,5,6,16.7
Demons Cursed,2,2,4,50.0
DenfensoresDaMakita,0,4,4,0.0
Deorum Mortis,36,106,142,25.4
Derby,10,12,22,45.5
Derome,0,2,2,0.0
Desbravadores BR,1,0,1,100.0
Desert Eagle Company,0,1,1,0.0
Desert Guardians,0,1,1,0.0
Desorganized-Chaos,2,7,9,22.2
Destroyers Creed,0,1,1,0.0
Detect Magic,1,3,4,25.0
Detonadores de pochitos 2,0,1,1,0.0
Deuses Alcoolicos do Bar,4,25,29,13.8
Deux Aias,5,13,18,27.8
Dia Rojo,7,16,23,30.4
Diamond Hammers,0,1,1,0.0
Diddis House,1,0,1,100.0
Diddy Did,0,1,1,0.0
Die Edlen Krieger,0,1,1,0.0
Die Hard Gaming,0,20,20,0.0
Die ritter Gotz von Berliching,1,0,1,100.0
Diem Impetus,3,4,7,42.9
Dies-Irae,16,21,37,43.2
Diesuvive,0,2,2,0.0
Digital Vanguard,0,8,8,0.0
Dinastia JAujINA,5,2,7,71.4
DinastiaNordica,4,20,24,16.7
Dioses de la Guerra 1,1,6,7,14.3
Direfrost Rebels,13,15,28,46.4
Dires Bane,29,14,43,67.4
Dirty Feet,0,1,1,0.0
Discapacitados World,1,2,3,33.3
Discipulos da Folha,3,27,30,10.0
Discipulos de Avalon,1,3,4,25.0
Discpulo do Piton,0,2,2,0.0
Dismount And Death,31,31,62,50.0
Divando fixa,1,7,8,12.5
Divine Aegis,0,1,1,0.0
Divine Departure,26,33,59,44.1
Divine Hell,3,8,11,27.3
Divine Legends,0,2,2,0.0
Divine Magic,0,2,2,0.0
DivineVoid,9,26,35,25.7
Divinity Knights,4,6,10,40.0
Doble OC,53,12,65,81.5
Doctores Setsooos,0,1,1,0.0
Doesnt matter who we R,4,1,5,80.0
Doggie Down,61,45,106,57.5
Doghouse Delinquents,0,3,3,0.0
Doin You Dirty,0,8,8,0.0
Dominio Estelar,0,2,2,0.0
Donkey Punchers,7,10,17,41.2
Dont Stand There,10,22,32,31.2
Dont_Cry,17,26,43,39.5
Doombrigers,9,7,16,56.2
Doomswordss,1,3,4,25.0
Doralingus,0,5,5,0.0
Dr_Locked,1,4,5,20.0
DraKariyS,0,1,1,0.0
Drachewyrm Order,3,29,32,9.4
Draconic Flock,0,1,1,0.0
Dragon Alado,0,1,1,0.0
DragonForceS,7,6,13,53.8
DragonLilys Den,0,2,2,0.0
Dragones centinelas,2,8,10,20.0
Dragonics,0,2,2,0.0
Dragons Of Tenebris,0,2,2,0.0
Dragons Paradox,0,3,3,0.0
Dragonwake,0,4,4,0.0
Drakebound,16,26,42,38.1
Drakonty ligea,0,2,2,0.0
Drakthar,4,20,24,16.7
Dreadbound,1,28,29,3.4
Dream Killers,3,23,26,11.5
Dreamfall,17,23,40,42.5
Dreamfyre,0,1,1,0.0
Drgonsgard,0,1,1,0.0
Drogas Putas y Albion,2,2,4,50.0
Druidae Umbrae,10,14,24,41.7
Duales de guerras,1,0,1,100.0
Duelist,1,0,1,100.0
Duendes negros,1,3,4,25.0
Dungeon Lions,0,3,3,0.0
Dungeon Plunderers,4,12,16,25.0
Dungon drivers,1,7,8,12.5
Dupla de dois,0,1,1,0.0
Dusken,0,3,3,0.0
Duskward,0,1,1,0.0
DvT_Black_Desert,2,1,3,66.7
Dwargon,0,4,4,0.0
Dynasty Of Thieves,7,11,18,38.9
Dynasty of Creation,1,8,9,11.1
E C O N O M Y,9,18,27,33.3
E F N E S,23,6,29,79.3
E FOR EVERYONE,2,1,3,66.7
E L D R I U M,7,28,35,20.0
E L E G A N T E S,1,4,5,20.0
E L Y D R I O N,16,35,51,31.4
E M I N E N C E,10,15,25,40.0
E N C O M I E N D A,1,5,6,16.7
E N E M Y S,0,30,30,0.0
E S C O R I A S,12,24,36,33.3
E S P E C T R U M,0,1,1,0.0
E X I L I A D O S,1,1,2,50.0
E X P E D I C I O N A R I O S,5,7,12,41.7
E X T A S I S,4,0,4,100.0
E l i x i r s,60,103,163,36.8
EAST INDIA_TRADING_COMPANY,0,2,2,0.0
ECHOES of ETERNlTY,0,3,3,0.0
ECON AND KILL,0,1,1,0.0
ECONOMOS,0,1,1,0.0
EETERNAL LEGENDSS,0,11,11,0.0
EF HORDE,1,0,1,100.0
EGlendarios,0,1,1,0.0
EJERCITO FORT STERLING,2,13,15,13.3
EL CENIT,4,25,29,13.8
EL CHUCHU DE ARAGUA,2,5,7,28.6
EL CULTO DEL OESTE,1,6,7,14.3
EL ESCUADRON ANTIGARCHA,0,2,2,0.0
EL Guetto,2,4,6,33.3
EL INFIERNO DE DANNTE,0,2,2,0.0
EL LAG DE LAS HCE,20,23,43,46.5
EL LEGAD0,29,40,69,42.0
EL MAS POLLO,0,11,11,0.0
EL MURO DE LOS 7 REINOS,3,2,5,60.0
EL PIPILA,0,1,1,0.0
EL Poder del Amor,0,2,2,0.0
EL REICH,9,35,44,20.5
EL REINO DE LAS SOMBRAS,0,1,1,0.0
EL REINO DEL ABISMO,0,1,1,0.0
EL TANHUANTINSUYO,0,1,1,0.0
EL UNDECIMO MANDAMIENTO,3,5,8,37.5
EL VACIO ETERN,2,1,3,66.7
ELDERYN,1,4,5,20.0
ELITE MONKEYS,4,12,16,25.0
ELITE VK,1,2,3,33.3
ELTNOVA,0,1,1,0.0
EL_CONCILIO,0,2,2,0.0
EL_JURAMENTO DE LAS SONBRAS,0,4,4,0.0
EMPERADORES LATINOS,0,2,2,0.0
ENAMORADO-y-suS-LOCOS,0,6,6,0.0
END CALL,14,12,26,53.8
ENDANGERED,139,68,207,67.1
ENERGIA AVA,1,1,2,50.0
ENVIADOS,13,14,27,48.1
EQP ODIO,2,2,4,50.0
EQUIPO ROKET,0,1,1,0.0
ERACECIR,0,1,1,0.0
ERECTION,0,1,1,0.0
ERROR-4-0-4,1,0,1,100.0
ESCALETION,14,3,17,82.4
ESCALIUM_JDM,1,8,9,11.1
ESCAPEMOS DE LATAM 3,0,1,1,0.0
ESCUADRON SUICIDA FAMA,1,4,5,20.0
ESCUELA _PARA _PRINCIPIANTES,0,3,3,0.0
ESPADAS DE LUZ,0,3,3,0.0
ESPARTANOOS,1,0,1,100.0
ESPORTE CLUBE BAHIA,2,0,2,100.0
ESQUADRAO BRISADO,1,3,4,25.0
ESTA ES MI ESTATICA,0,1,1,0.0
ETERNAL LIONS,0,4,4,0.0
ETHERNAL-GLORY,24,67,91,26.4
EU SOU O TECO,0,1,1,0.0
EUDORIA,2,18,20,10.0
EUNUCOS DE FARAO,0,2,2,0.0
EVANOF,0,1,1,0.0
EVICE,0,1,1,0.0
EVIG LIV,0,1,1,0.0
EX3CUT0R,3,3,6,50.0
EXC3LSIOR,13,43,56,23.2
EXCLUI2,5,21,26,19.2
EXPLORADORES DEL REY,0,1,1,0.0
EXPRESSO NORTURNO,1,0,1,100.0
EXTERMINADORES DE XBACON,1,1,2,50.0
EZG0TO,10,16,26,38.5
Earned,10,25,35,28.6
Earth Gravity,0,1,1,0.0
East Coast Boys,0,1,1,0.0
EastCoastGhosts,4,1,5,80.0
Eastern Dragons,0,1,1,0.0
Echoes of Avalon,0,1,1,0.0
Eclipce de Asgarth,2,7,9,22.2
Eclipse Of Destiny,0,5,5,0.0
Eclipsez,0,2,2,0.0
Ecos Del Vacio,9,26,35,25.7
Ecos da Ruina,19,49,68,27.9
Eevolution,16,35,51,31.4
Egipto,0,5,5,0.0
Egirls Enjoyers,8,1,9,88.9
Eight TM Night,0,3,3,0.0
Eikonic,162,180,342,47.4
Einzelgnger,1,0,1,100.0
Ek-Balam,2,7,9,22.2
El BraboS,0,1,1,0.0
El Camino Ninja,0,3,3,0.0
El Clan de Ouroboros,6,5,11,54.5
El Credo De Los Asesinos,0,1,1,0.0
El Escuadron del Lag,1,4,5,20.0
El Gremio De Las Mil Manos,6,10,16,37.5
El Hacha-a,1,1,2,50.0
El Imperio Latino,1,1,2,50.0
El Lag Nos Mato,2,17,19,10.5
El Ministerio De Los AzulesARG,0,2,2,0.0
El Pacto De Los Tres Reyes,1,6,7,14.3
El Panteon Del Rastreo,1,4,5,20.0
El Puerco Y El Perro,4,26,30,13.3
El Punto de Partida,0,1,1,0.0
El Quinto Teletubbie,0,1,1,0.0
El Reino De La Pica,4,15,19,21.1
El Rincon De Yucatan,1,7,8,12.5
El Tren del Hielo,5,18,23,21.7
El indio solari,96,108,204,47.1
El sotano de albion,0,1,1,0.0
Elbereth,0,2,2,0.0
ElbertGalarga,2,0,2,100.0
Elenfira,0,2,2,0.0
Elite - Warriors,0,6,6,0.0
Elite Nostra,6,9,15,40.0
Elite SurAmerica,1,6,7,14.3
Elite de la Sombra,1,7,8,12.5
EliteDeath,2,1,3,66.7
Elites DemonS,0,1,1,0.0
Ell Sacro Imperio,3,32,35,8.6
Elowen,0,4,4,0.0
Els Gats d Or,8,24,32,25.0
EmberRebrums,0,1,1,0.0
Emeraldia,0,1,1,0.0
EminenceOfShadows,6,23,29,20.7
Eminencia Noctis,0,1,1,0.0
Empire Rex,1,0,1,100.0
Empirial-Kittyos,0,2,2,0.0
EmptySpace,0,2,2,0.0
En Honor a GallinaPiola,0,1,1,0.0
EnOrtuM,0,2,2,0.0
Encarnados,0,9,9,0.0
EndlessUnity,0,1,1,0.0
Energia ejaculada,1,0,1,100.0
Energy Drink01,3,6,9,33.3
Engelus Company,0,3,3,0.0
Enifae,0,3,3,0.0
Entity of Grey,1,2,3,33.3
Enutropia sanctuarium,1,1,2,50.0
Ephemerals,53,90,143,37.1
Epic Hobos,13,29,42,31.0
Epic Hobots,1,0,1,100.0
EquilibrE,1,13,14,7.1
EraAvalon,0,1,1,0.0
Ermita,1,0,1,100.0
Erome,113,67,180,62.8
Eroth,1,0,1,100.0
Err0r-404,1,0,1,100.0
Errantes Eternos,0,3,3,0.0
Error 404 Not Found,86,98,184,46.7
Error 405,0,2,2,0.0
Escarveil,35,23,58,60.3
Escola de assasino,0,1,1,0.0
Escoria Rebelde,1,6,7,14.3
EscravosDoFarm,0,1,1,0.0
Escuadron Anti-Gordas,6,3,9,66.7
Escuadron Noob,0,1,1,0.0
Escudo_BR,4,13,17,23.5
Esgoto de Prontera,0,4,4,0.0
Esoteric Cult of Cthulhu,7,4,11,63.6
Espada Verde OGC,0,1,1,0.0
Espada del juramento,0,1,1,0.0
Espadachines Negros,4,19,23,17.4
EspartanosZN,0,11,11,0.0
Espiga,0,1,1,0.0
EstirpE_PolaR,2,3,5,40.0
Estrela do Amanha,0,1,1,0.0
Estrelinha,0,2,2,0.0
Estrella Enigmtica,0,1,1,0.0
Et cetera,0,12,12,0.0
Eternal Defiance,40,62,102,39.2
Eternal Knights of Shadows,24,40,64,37.5
Eternal Radiance,0,1,1,0.0
Eternal Shadow Pact,4,19,23,17.4
Eternal-Reign,2,4,6,33.3
Eternity Fame,5,8,13,38.5
Eternity Specters,2,2,4,50.0
Eternos Vagabundos,0,2,2,0.0
Eternos del Abismo,10,12,22,45.5
Ethernal Kodoku,3,10,13,23.1
Ethernal Rush,2,17,19,10.5
Ethernia,2,10,12,16.7
Ethically Sourced Loot,1,0,1,100.0
EugeoCompanyGrvm,2,1,3,66.7
Euroboros,1,1,2,50.0
Evil AssassinsGreed,91,53,144,63.2
Evil Cartel,0,6,6,0.0
Evil D I N O C O,15,7,22,68.2
Evil Gatitos,121,60,181,66.9
Evil Kool Aid,373,235,608,61.3
Evil Kuueid,1,2,3,33.3
Evil Ocular,2,2,4,50.0
Evil Outlimits,1,2,3,33.3
Evil Paura,4,8,12,33.3
Evil Rugrats,32,85,117,27.4
Evil_Eyes_System,3,33,36,8.3
Excidium Solis,0,2,2,0.0
Exclusivo,1,2,3,33.3
Exiliado2 Del Valhalla,3,4,7,42.9
Exilios Da ruina,0,1,1,0.0
Exilium Claw,2,2,4,50.0
Exilium Tenebrarum,0,12,12,0.0
Expansao de Dominio,0,1,1,0.0
Expedicion X,0,3,3,0.0
Explocion de Sabor,14,23,37,37.8
Explore The World,52,111,163,31.9
Explosao Galatica,0,1,1,0.0
Exsilum,0,1,1,0.0
Extendo,1,2,3,33.3
Extrano desconosido,1,0,1,100.0
Exylos,4,13,17,23.5
Eyes of the Darkness,18,24,42,42.9
F A L A N G E,8,20,28,28.6
F E A R M E,23,55,78,29.5
F I N A O,0,1,1,0.0
F N A T I C,5,11,16,31.2
F N T A S T I C,0,2,2,0.0
F O L K V A N G R,18,56,74,24.3
F O R R E S T E R,2,1,3,66.7
F R A M E N G O,1,1,2,50.0
F R A T E R N I T Y,22,17,39,56.4
F U L L H O U S E,2,14,16,12.5
F U L L-C O U N T E R,45,29,74,60.8
F U R O R E,4,12,16,25.0
F u c k Y o u,0,1,1,0.0
F-I-R-E,1,6,7,14.3
F0RERUNNERS,1,6,7,14.3
F0rwardUnt0Dawn,1,15,16,6.2
F4CK YALL,0,1,1,0.0
F4MOUS,0,1,1,0.0
F4RIA DIVINA,68,23,91,74.7
FABRICA DE TANSOS,0,2,2,0.0
FALANGE DEL NORTE,1,0,1,100.0
FALCOES,1,1,2,50.0
FALL ANGELS,0,1,1,0.0
FAMA,54,58,112,48.2
FANTASIS,1,0,1,100.0
FAR-07,0,2,2,0.0
FARMA E DORME,4,32,36,11.1
FARMER MONKEY,2,4,6,33.3
FARMERS AC,2,6,8,25.0
FAS-Tercios,3,7,10,30.0
FAT4L FURRYS,0,2,2,0.0
FATAL1TY,1,20,21,4.8
FATALITIES GANGS_UK,0,1,1,0.0
FAZ-2,1,1,2,50.0
FENIX1,1,6,7,14.3
FETTY WOPS,3,4,7,42.9
FIIRST AID,0,1,1,0.0
FILHOS DO BOLSONARO,0,2,2,0.0
FILHOS DOS DEUSES,0,1,1,0.0
FINIMO ELEGANTE,8,34,42,19.0
FIRE AND EAGLE,0,1,1,0.0
FIRE GANG,0,2,2,0.0
FISHBALLCAT,0,1,1,0.0
FKN300,2,4,6,33.3
FOCK YOU,1,0,1,100.0
FOG FENIX,1,0,1,100.0
FORCED KILLERS,0,2,2,0.0
FOREVER GAME,3,3,6,50.0
FORT STERLING BR,6,7,13,46.2
FOUR RIDER,0,5,5,0.0
FRANGOS INC,1,0,1,100.0
FRYDA,3,26,29,10.3
FT2P,0,1,1,0.0
FUERZA CHUPAPI,0,1,1,0.0
FUERZA FENIX,8,10,18,44.4
FULL BOARD,0,4,4,0.0
FULL CAP,0,1,1,0.0
FULL TIER 3,1,11,12,8.3
FULL-DESPROFIT,9,5,14,64.3
FULL-PUSH,1,1,2,50.0
FURIA DIVIN4,24,80,104,23.1
FURIA-ETERNA,13,79,92,14.1
FURIAN,0,1,1,0.0
FaIIen AngeIs,31,67,98,31.6
Faction Wars,16,95,111,14.4
Faction Wars Treasury,0,9,9,0.0
Fairy Law,0,2,2,0.0
Fairy Tail 23,0,2,2,0.0
Faixa dou GAZA,10,7,17,58.8
FakeParty Reborn,4,1,5,80.0
Fallen Sacrament,16,64,80,20.0
