Player,Guild,Kills,Deaths,Fame
yuuzinhoo,We Profit,0,3,2425309
yuuzinhoo,Mao de Elastico,5,9,5673515
yuuzinhoo,POTA POTA POTA,0,4,600785
yuuuliet,-,0,1,0
yuthielbjj12,ADEPTOS DE LA PAJA,0,1,21580
yuthielbjj12,Morbid Grave,0,3,99038
yuthielbjj12,B L I N K,1,10,455942
yutarohoriuma,-,0,3,2728
yuta273,AsMeninasSuperPoderosas,1,5,766537
yusukke,Companhia Pele Ferrea,1,0,50522
yusuke5853,Black Dragon Ashes,0,1,0
yusuferenozdemir,IIFures,3,1,1534647
yusepe809,Mind gap,0,2,1186266
yuritora,R E X,0,3,0
yuristallone,Gambito da Garrinha,4,15,4881593
yuristallone,PDG COMPANY,0,2,0
yuripy,Crux Del Sur,14,20,577435
yurims,boars head tavern,0,1,0
yuriezequiel,minoris pretii,6,6,3477752
yureigdragontop,los titanes,0,1,85997
yuppyy,THE ENJAMBRE,1,4,790273
yupmx,LA_GANGA,0,2,0
yunyun2311,Ephemerals,1,0,88009
yuno430,PATRULHA,0,1,0
yunnit,I Loniez I,6,4,242149
yunixen,Outlimits,0,2,1042503
yunibobobo,HUJING,107,19,5192001
yungdemon,-,0,1,0
yuncheat037,N I G H T C A L L,3,7,353943
yun99,YUNc,1,10,430870
yulsco356,Siervos de los Antiguos,0,1,0
yulianoz,YOU_ARE_DEAD,10,6,1066975
yuli00101,-,0,1,0
yuli00101,Sparta0115,1,2,72310
yukiu22,La Sangre Del Dragon,0,1,0
yukirinami,X EL ULTIMO REINO X,0,4,1516183
yukiozinho7,LE SSERAF1M,10,12,2097364
yujiremo,Krozakov,0,2,1215662
yujiremo,ISpectreI,0,1,31336
yujinxx,-,0,0,131237
yuisama334,-,0,5,44406
yugir,LatinWarriors,6,10,2064509
yugir,Valhalla Kingdom,4,4,1121015
yudss,HELL KILLERS,3,0,267827
yudi0098,EZG0TO,0,2,110923
yudi0098,ELITE MONKEYS,4,1,97214
yudi0098,H3rois da Tret4,0,8,239378
yu1122,Hamburg Kid,0,2,45338
ytwin,les fr valoir,15,11,3280880
ytuhermana,-,0,1,0
ytsejamer,IFireForceI,0,1,0
yto20,Onliners,1,1,397673
yto20,-,1,0,240
yto20,Outrange,0,1,0
ythjee,Ill Be In Your Mom,0,2,0
ytelpoderosoking,Outlimits,0,1,1514416
ytelpoderosoking,Volkzsturm,6,7,3115360
ytelpoderosoking,Outllmits,1,7,543773
ytelpoderosoking,-,2,0,164999
yspyon,-,0,1,7198
ysiom,Mafia Sindical,33,17,4322055
yrritol,H a x,2,2,72285
yp17,U Are My Profit,0,0,48006
yoy4webones,-,0,2,295830
yoxanHdz,Outllmits,0,0,426368
yovannych,Solaryz,16,3,625310
youwillragequit,The Bells,5,9,789438
youwillragequit,Wanted PKS,1,12,1703025
youter0,UN NUEVO AMANECER,0,1,38873
yousaifmmr,Hunterz zone,11,30,677893
younguir,DATE A LIVE,3,2,221686
younguir,R3MAST3RED,0,2,175587
youngsavo,TOP TIER BANGERS,10,8,209007
youngpapi589,MANIAC BEARS,0,1,31401
younggmilo,Ronnie y sus amigos,4,0,80105
youngRetroo,-,2,11,58164
youliketoplay,The Kings Codex,0,0,3050
youcefdhm,SOLO PLAYER S,0,1,0
youGosth,Black Ursa,3,1,176461
you43,Death Of Souls,1,2,26279
yosup17,0rder 66,1,0,6612
yosup17,The Deprived,0,1,0
yosuarzx,-,5,1,543015
yosuarzx,F O L K V A N G R,20,7,648293
yosuarzx,Outlimits,0,3,544337
yostinb,Roses-Academy,12,14,1504367
yostin25,LEGADO INMORTAL,0,0,48010
yostin25,-,0,1,0
yossmxki,ShadowForge,0,1,47003
yosre1,yosre111,0,4,6306
yoshito23,DATE A LIVE,0,1,122827
yoshirol,HOPLITA,6,4,274540
yoser54,D e l i n c u e n t e s,3,7,170214
yoseme,-,0,6,10400
yoselyn930,Doggie Down,11,1,811446
yoselyn930,Baofengyu,7,7,1468905
yoselyn930,-,2,1,15929
yoselyn930,4punto3,2,5,597578
yoselyn930,hadeslol effect,4,4,1356715
yosef13477,I M M I N E N T,15,3,1969330
yordna,XMxAxYxHxExMx,1,1,4104
yordan1000,MEVECH,0,13,1235917
yorchos,-,0,1,0
yorch96,Roses-Academy,1,17,1339672
yoonkarma,U Are My Profit,0,2,92660
yoonkarma,D A E M O N,0,4,236171
yonsiii,TeamGoku,0,1,24755
yonoma,GeneX,1,2,19382
yonilike,Los Osos de Albion,0,1,4684
